level,type,usage,sort,parent,code,display_code,icd10_code,title_en,parent_title,detailed_title,definition,mortality_code,morbidity_code1,morbidity_code2,morbidity_code3,morbidity_code4,last_updated
4,T,X,1,A50,A54.0,A54.0,A540,Gonococcal infection of lower genitourinary tract without periurethral or accessory gland abscess,Gonococcal infection,Gonococcal infection of lower genitourinary tract without periurethral or accessory gland abscess,,022,4-014,3-015,2-012,1-013,2025-09-12 20:34:44
4,T,X,1,A50,A54.1,A54.1,A541,Gonococcal infection of lower genitourinary tract with periurethral and accessory gland abscess,Gonococcal infection,Gonococcal infection of lower genitourinary tract with periurethral and accessory gland abscess,,022,4-014,3-015,2-012,1-013,2025-09-12 20:34:44
4,T,X,1,A50,A54.2,A54.2,A542,Gonococcal pelviperitonitis and other gonococcal genitourinary infections,Gonococcal infection,Gonococcal pelviperitonitis and other gonococcal genitourinary infections,,022,4-014,3-015,2-012,1-013,2025-09-12 20:34:44
4,T,X,1,A50,A54.3,A54.3,A543,Gonococcal infection of eye,Gonococcal infection,Gonococcal infection of eye,,022,4-014,3-015,2-012,1-013,2025-09-12 20:34:44
4,T,X,1,A50,A54.4,A54.4,A544,Gonococcal infection of musculoskeletal system,Gonococcal infection,Gonococcal infection of musculoskeletal system,,022,4-014,3-015,2-012,1-013,2025-09-12 20:34:44
4,T,X,1,A50,A54.5,A54.5,A545,Gonococcal pharyngitis,Gonococcal infection,Gonococcal pharyngitis,,022,4-014,3-015,2-012,1-013,2025-09-12 20:34:44
4,T,X,1,A50,A54.6,A54.6,A546,Gonococcal infection of anus and rectum,Gonococcal infection,Gonococcal infection of anus and rectum,,022,4-014,3-015,2-012,1-013,2025-09-12 20:34:44
4,T,X,1,A50,A54.8,A54.8,A548,Other gonococcal infections,Gonococcal infection,Other gonococcal infections,,022,4-014,3-015,2-012,1-013,2025-09-12 20:34:44
4,T,X,1,A50,A54.9,A54.9,A549,"Gonococcal infection, unspecified",Gonococcal infection,"Gonococcal infection, unspecified",,022,4-014,3-015,2-012,1-013,2025-09-12 20:34:44
3,T,X,1,A50,A55,A55,A55,Chlamydial lymphogranuloma (venereum),Chlamydial lymphogranuloma (venereum),,,023,4-014,3-015,2-012,1-013,2025-09-12 20:34:44
3,N,X,1,A50,A56.-,A56,A56,Other sexually transmitted chlamydial diseases,Other sexually transmitted chlamydial diseases,,,023,4-014,3-015,2-012,1-013,2025-09-12 20:34:44
4,T,X,1,A50,A56.0,A56.0,A560,Chlamydial infection of lower genitourinary tract,Other sexually transmitted chlamydial diseases,Chlamydial infection of lower genitourinary tract,,023,4-014,3-015,2-012,1-013,2025-09-12 20:34:44
4,T,X,1,A50,A56.1,A56.1,A561,Chlamydial infection of pelviperitoneum and other genitourinary organs,Other sexually transmitted chlamydial diseases,Chlamydial infection of pelviperitoneum and other genitourinary organs,,023,4-014,3-015,2-012,1-013,2025-09-12 20:34:44
4,T,X,1,A50,A56.2,A56.2,A562,"Chlamydial infection of genitourinary tract, unspecified",Other sexually transmitted chlamydial diseases,"Chlamydial infection of genitourinary tract, unspecified",,023,4-014,3-015,2-012,1-013,2025-09-12 20:34:44
4,T,X,1,A50,A56.3,A56.3,A563,Chlamydial infection of anus and rectum,Other sexually transmitted chlamydial diseases,Chlamydial infection of anus and rectum,,023,4-014,3-015,2-012,1-013,2025-09-12 20:34:44
4,T,X,1,A50,A56.4,A56.4,A564,Chlamydial infection of pharynx,Other sexually transmitted chlamydial diseases,Chlamydial infection of pharynx,,023,4-014,3-015,2-012,1-013,2025-09-12 20:34:44
4,T,X,1,A50,A56.8,A56.8,A568,Sexually transmitted chlamydial infection of other sites,Other sexually transmitted chlamydial diseases,Sexually transmitted chlamydial infection of other sites,,023,4-014,3-015,2-012,1-013,2025-09-12 20:34:44
3,T,X,1,A50,A57,A57,A57,Chancroid,Chancroid,,,024,4-014,3-015,2-012,1-013,2025-09-12 20:34:44
3,T,X,1,A50,A58,A58,A58,Granuloma inguinale,Granuloma inguinale,,,024,4-014,3-015,2-012,1-013,2025-09-12 20:34:44
3,N,X,1,A50,A59.-,A59,A59,Trichomoniasis,Trichomoniasis,,,024,4-014,3-015,2-012,1-013,2025-09-12 20:34:44
4,T,X,1,A50,A59.0,A59.0,A590,Urogenital trichomoniasis,Trichomoniasis,Urogenital trichomoniasis,,024,4-014,3-015,2-012,1-013,2025-09-12 20:34:44
4,T,X,1,A50,A59.8,A59.8,A598,Trichomoniasis of other sites,Trichomoniasis,Trichomoniasis of other sites,,024,4-014,3-015,2-012,1-013,2025-09-12 20:34:44
4,T,X,1,A50,A59.9,A59.9,A599,"Trichomoniasis, unspecified",Trichomoniasis,"Trichomoniasis, unspecified",,024,4-014,3-015,2-012,1-013,2025-09-12 20:34:44
3,N,X,1,A50,A60.-,A60,A60,Anogenital herpesviral [herpes simplex] infection,Anogenital herpesviral [herpes simplex] infection,,,024,4-014,3-015,2-012,1-013,2025-09-12 20:34:44
4,T,X,1,A50,A60.0,A60.0,A600,Herpesviral infection of genitalia and urogenital tract,Anogenital herpesviral [herpes simplex] infection,Herpesviral infection of genitalia and urogenital tract,,024,4-014,3-015,2-012,1-013,2025-09-12 20:34:44
4,T,X,1,A50,A60.1,A60.1,A601,Herpesviral infection of perianal skin and rectum,Anogenital herpesviral [herpes simplex] infection,Herpesviral infection of perianal skin and rectum,,024,4-014,3-015,2-012,1-013,2025-09-12 20:34:44
4,T,X,1,A50,A60.9,A60.9,A609,"Anogenital herpesviral infection, unspecified",Anogenital herpesviral [herpes simplex] infection,"Anogenital herpesviral infection, unspecified",,024,4-014,3-015,2-012,1-013,2025-09-12 20:34:44
3,N,X,1,A50,A63.-,A63,A63,"Other predominantly sexually transmitted diseases, not elsewhere classified","Other predominantly sexually transmitted diseases, not elsewhere classified",,,024,4-014,3-015,2-012,1-013,2025-09-12 20:34:44
4,T,X,1,A50,A63.0,A63.0,A630,Anogenital (venereal) warts,"Other predominantly sexually transmitted diseases, not elsewhere classified",Anogenital (venereal) warts,,024,4-014,3-015,2-012,1-013,2025-09-12 20:34:44
4,T,X,1,A50,A63.8,A63.8,A638,Other specified predominantly sexually transmitted diseases,"Other predominantly sexually transmitted diseases, not elsewhere classified",Other specified predominantly sexually transmitted diseases,,024,4-014,3-015,2-012,1-013,2025-09-12 20:34:44
3,T,X,1,A50,A64,A64,A64,Unspecified sexually transmitted disease,Unspecified sexually transmitted disease,,,024,4-014,3-015,2-012,1-013,2025-09-12 20:34:44
3,T,X,1,A65,A65,A65,A65,Nonvenereal syphilis,Nonvenereal syphilis,,,057,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
3,N,X,1,A65,A66.-,A66,A66,Yaws,Yaws,,,057,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,A65,A66.0,A66.0,A660,Initial lesions of yaws,Yaws,Initial lesions of yaws,,057,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,A65,A66.1,A66.1,A661,Multiple papillomata and wet crab yaws,Yaws,Multiple papillomata and wet crab yaws,,057,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,A65,A66.2,A66.2,A662,Other early skin lesions of yaws,Yaws,Other early skin lesions of yaws,,057,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,A65,A66.3,A66.3,A663,Hyperkeratosis of yaws,Yaws,Hyperkeratosis of yaws,,057,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,A65,A66.4,A66.4,A664,Gummata and ulcers of yaws,Yaws,Gummata and ulcers of yaws,,057,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,A65,A66.5,A66.5,A665,Gangosa,Yaws,Gangosa,,057,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,A65,A66.6,A66.6,A666,Bone and joint lesions of yaws,Yaws,Bone and joint lesions of yaws,,057,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,A65,A66.7,A66.7,A667,Other manifestations of yaws,Yaws,Other manifestations of yaws,,057,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,A65,A66.8,A66.8,A668,Latent yaws,Yaws,Latent yaws,,057,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,A65,A66.9,A66.9,A669,"Yaws, unspecified",Yaws,"Yaws, unspecified",,057,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
3,N,X,1,A65,A67.-,A67,A67,Pinta [carate],Pinta [carate],,,057,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,A65,A67.0,A67.0,A670,Primary lesions of pinta,Pinta [carate],Primary lesions of pinta,,057,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,A65,A67.1,A67.1,A671,Intermediate lesions of pinta,Pinta [carate],Intermediate lesions of pinta,,057,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,A65,A67.2,A67.2,A672,Late lesions of pinta,Pinta [carate],Late lesions of pinta,,057,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,A65,A67.3,A67.3,A673,Mixed lesions of pinta,Pinta [carate],Mixed lesions of pinta,,057,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,A65,A67.9,A67.9,A679,"Pinta, unspecified",Pinta [carate],"Pinta, unspecified",,057,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
3,N,X,1,A65,A68.-,A68,A68,Relapsing fevers,Relapsing fevers,,,025,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,A65,A68.0,A68.0,A680,Louse-borne relapsing fever,Relapsing fevers,Louse-borne relapsing fever,,025,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,A65,A68.1,A68.1,A681,Tick-borne relapsing fever,Relapsing fevers,Tick-borne relapsing fever,,025,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,A65,A68.9,A68.9,A689,"Relapsing fever, unspecified",Relapsing fevers,"Relapsing fever, unspecified",,025,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
3,N,X,1,A65,A69.-,A69,A69,Other spirochaetal infections,Other spirochaetal infections,,,057,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,A65,A69.0,A69.0,A690,Necrotizing ulcerative stomatitis,Other spirochaetal infections,Necrotizing ulcerative stomatitis,,057,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,A65,A69.1,A69.1,A691,Other Vincent infections,Other spirochaetal infections,Other Vincent infections,,057,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,A65,A69.2,A69.2,A692,Lyme disease,Other spirochaetal infections,Lyme disease,,057,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,A65,A69.8,A69.8,A698,Other specified spirochaetal infections,Other spirochaetal infections,Other specified spirochaetal infections,,057,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,A65,A69.9,A69.9,A699,"Spirochaetal infection, unspecified",Other spirochaetal infections,"Spirochaetal infection, unspecified",,057,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
3,T,X,1,A70,A70,A70,A70,Chlamydia psittaci infection,Chlamydia psittaci infection,,,057,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
3,N,X,1,A70,A71.-,A71,A71,Trachoma,Trachoma,,,026,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,A70,A71.0,A71.0,A710,Initial stage of trachoma,Trachoma,Initial stage of trachoma,,026,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,A70,A71.1,A71.1,A711,Active stage of trachoma,Trachoma,Active stage of trachoma,,026,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,A70,A71.9,A71.9,A719,"Trachoma, unspecified",Trachoma,"Trachoma, unspecified",,026,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
3,N,X,1,A70,A74.-,A74,A74,Other diseases caused by chlamydiae,Other diseases caused by chlamydiae,,,057,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,A70,A74.0,A74.0,A740,Chlamydial conjunctivitis,Other diseases caused by chlamydiae,Chlamydial conjunctivitis,,057,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,A70,A74.8,A74.8,A748,Other chlamydial diseases,Other diseases caused by chlamydiae,Other chlamydial diseases,,057,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,A70,A74.9,A74.9,A749,"Chlamydial infection, unspecified",Other diseases caused by chlamydiae,"Chlamydial infection, unspecified",,057,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
3,N,X,1,A75,A75.-,A75,A75,Typhus fever,Typhus fever,,,027,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,A75,A75.0,A75.0,A750,Epidemic louse-borne typhus fever due to Rickettsia prowazekii,Typhus fever,Epidemic louse-borne typhus fever due to Rickettsia prowazekii,,027,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,A75,A75.1,A75.1,A751,Recrudescent typhus [Brill disease],Typhus fever,Recrudescent typhus [Brill disease],,027,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,A75,A75.2,A75.2,A752,Typhus fever due to Rickettsia typhi,Typhus fever,Typhus fever due to Rickettsia typhi,,027,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,A75,A75.3,A75.3,A753,Typhus fever due to Rickettsia tsutsugamushi,Typhus fever,Typhus fever due to Rickettsia tsutsugamushi,,027,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,A75,A75.9,A75.9,A759,"Typhus fever, unspecified",Typhus fever,"Typhus fever, unspecified",,027,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
3,N,X,1,A75,A77.-,A77,A77,Spotted fever [tick-borne rickettsioses],Spotted fever [tick-borne rickettsioses],,,057,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,A75,A77.0,A77.0,A770,Spotted fever due to Rickettsia rickettsii,Spotted fever [tick-borne rickettsioses],Spotted fever due to Rickettsia rickettsii,,057,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,A75,A77.1,A77.1,A771,Spotted fever due to Rickettsia conorii,Spotted fever [tick-borne rickettsioses],Spotted fever due to Rickettsia conorii,,057,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,A75,A77.2,A77.2,A772,Spotted fever due to Rickettsia sibirica,Spotted fever [tick-borne rickettsioses],Spotted fever due to Rickettsia sibirica,,057,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,A75,A77.3,A77.3,A773,Spotted fever due to Rickettsia australis,Spotted fever [tick-borne rickettsioses],Spotted fever due to Rickettsia australis,,057,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,A75,A77.8,A77.8,A778,Other spotted fevers,Spotted fever [tick-borne rickettsioses],Other spotted fevers,,057,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,A75,A77.9,A77.9,A779,"Spotted fever, unspecified",Spotted fever [tick-borne rickettsioses],"Spotted fever, unspecified",,057,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
3,T,X,1,A75,A78,A78,A78,Q fever,Q fever,,,057,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
3,N,X,1,A75,A79.-,A79,A79,Other rickettsioses,Other rickettsioses,,,057,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,A75,A79.0,A79.0,A790,Trench fever,Other rickettsioses,Trench fever,,057,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,A75,A79.1,A79.1,A791,Rickettsialpox due to Rickettsia akari,Other rickettsioses,Rickettsialpox due to Rickettsia akari,,057,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,A75,A79.8,A79.8,A798,Other specified rickettsioses,Other rickettsioses,Other specified rickettsioses,,057,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,A75,A79.9,A79.9,A799,"Rickettsiosis, unspecified",Other rickettsioses,"Rickettsiosis, unspecified",,057,4-014,3-015,2-024,1-025,2025-09-12 20:34:44
3,N,X,1,A80,A80.-,A80,A80,Acute poliomyelitis,Acute poliomyelitis,,,028,4-009,3-010,2-013,1-014,2025-09-12 20:34:44
4,T,X,1,A80,A80.0,A80.0,A800,"Acute paralytic poliomyelitis, vaccine-associated",Acute poliomyelitis,"Acute paralytic poliomyelitis, vaccine-associated",,028,4-009,3-010,2-013,1-014,2025-09-12 20:34:44
4,T,X,1,A80,A80.1,A80.1,A801,"Acute paralytic poliomyelitis, wild virus, imported",Acute poliomyelitis,"Acute paralytic poliomyelitis, wild virus, imported",,028,4-009,3-010,2-013,1-014,2025-09-12 20:34:44
4,T,X,1,A80,A80.2,A80.2,A802,"Acute paralytic poliomyelitis, wild virus, indigenous",Acute poliomyelitis,"Acute paralytic poliomyelitis, wild virus, indigenous",,028,4-009,3-010,2-013,1-014,2025-09-12 20:34:44
4,T,X,1,A80,A80.3,A80.3,A803,"Acute paralytic poliomyelitis, other and unspecified",Acute poliomyelitis,"Acute paralytic poliomyelitis, other and unspecified",,028,4-009,3-010,2-013,1-014,2025-09-12 20:34:44
4,T,X,1,A80,A80.4,A80.4,A804,Acute nonparalytic poliomyelitis,Acute poliomyelitis,Acute nonparalytic poliomyelitis,,028,4-009,3-010,2-013,1-014,2025-09-12 20:34:44
4,T,X,1,A80,A80.9,A80.9,A809,"Acute poliomyelitis, unspecified",Acute poliomyelitis,"Acute poliomyelitis, unspecified",,028,4-009,3-010,2-013,1-014,2025-09-12 20:34:44
3,N,X,1,A80,A81.-,A81,A81,Atypical virus infections of central nervous system,Atypical virus infections of central nervous system,,,041,4-012,3-013,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,A80,A81.0,A81.0,A810,Creutzfeldt-Jakob disease,Atypical virus infections of central nervous system,Creutzfeldt-Jakob disease,,041,4-012,3-013,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,A80,A81.1,A81.1,A811,Subacute sclerosing panencephalitis,Atypical virus infections of central nervous system,Subacute sclerosing panencephalitis,,041,4-012,3-013,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,A80,A81.2,A81.2,A812,Progressive multifocal leukoencephalopathy,Atypical virus infections of central nervous system,Progressive multifocal leukoencephalopathy,,041,4-012,3-013,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,A80,A81.8,A81.8,A818,Other atypical virus infections of central nervous system,Atypical virus infections of central nervous system,Other atypical virus infections of central nervous system,,041,4-012,3-013,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,A80,A81.9,A81.9,A819,"Atypical virus infection of central nervous system, unspecified",Atypical virus infections of central nervous system,"Atypical virus infection of central nervous system, unspecified",,041,4-012,3-013,2-024,1-025,2025-09-12 20:34:44
3,N,X,1,A80,A82.-,A82,A82,Rabies,Rabies,,,029,4-012,3-013,2-014,1-015,2025-09-12 20:34:44
4,T,X,1,A80,A82.0,A82.0,A820,Sylvatic rabies,Rabies,Sylvatic rabies,,029,4-012,3-013,2-014,1-015,2025-09-12 20:34:44
4,T,X,1,A80,A82.1,A82.1,A821,Urban rabies,Rabies,Urban rabies,,029,4-012,3-013,2-014,1-015,2025-09-12 20:34:44
4,T,X,1,A80,A82.9,A82.9,A829,"Rabies, unspecified",Rabies,"Rabies, unspecified",,029,4-012,3-013,2-014,1-015,2025-09-12 20:34:44
3,N,X,1,A80,A83.-,A83,A83,Mosquito-borne viral encephalitis,Mosquito-borne viral encephalitis,,,030,4-012,3-013,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,A80,A83.0,A83.0,A830,Japanese encephalitis,Mosquito-borne viral encephalitis,Japanese encephalitis,,030,4-012,3-013,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,A80,A83.1,A83.1,A831,Western equine encephalitis,Mosquito-borne viral encephalitis,Western equine encephalitis,,030,4-012,3-013,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,A80,A83.2,A83.2,A832,Eastern equine encephalitis,Mosquito-borne viral encephalitis,Eastern equine encephalitis,,030,4-012,3-013,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,A80,A83.3,A83.3,A833,St Louis encephalitis,Mosquito-borne viral encephalitis,St Louis encephalitis,,030,4-012,3-013,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,A80,A83.4,A83.4,A834,Australian encephalitis,Mosquito-borne viral encephalitis,Australian encephalitis,,030,4-012,3-013,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,A80,A83.5,A83.5,A835,California encephalitis,Mosquito-borne viral encephalitis,California encephalitis,,030,4-012,3-013,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,A80,A83.6,A83.6,A836,Rocio virus disease,Mosquito-borne viral encephalitis,Rocio virus disease,,030,4-012,3-013,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,A80,A83.8,A83.8,A838,Other mosquito-borne viral encephalitis,Mosquito-borne viral encephalitis,Other mosquito-borne viral encephalitis,,030,4-012,3-013,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,A80,A83.9,A83.9,A839,"Mosquito-borne viral encephalitis, unspecified",Mosquito-borne viral encephalitis,"Mosquito-borne viral encephalitis, unspecified",,030,4-012,3-013,2-024,1-025,2025-09-12 20:34:44
3,N,X,1,A80,A84.-,A84,A84,Tick-borne viral encephalitis,Tick-borne viral encephalitis,,,030,4-012,3-013,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,A80,A84.0,A84.0,A840,Far Eastern tick-borne encephalitis [Russian spring-summer encephalitis],Tick-borne viral encephalitis,Far Eastern tick-borne encephalitis [Russian spring-summer encephalitis],,030,4-012,3-013,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,A80,A84.1,A84.1,A841,Central European tick-borne encephalitis,Tick-borne viral encephalitis,Central European tick-borne encephalitis,,030,4-012,3-013,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,A80,A84.8,A84.8,A848,Other tick-borne viral encephalitis,Tick-borne viral encephalitis,Other tick-borne viral encephalitis,,030,4-012,3-013,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,A80,A84.9,A84.9,A849,"Tick-borne viral encephalitis, unspecified",Tick-borne viral encephalitis,"Tick-borne viral encephalitis, unspecified",,030,4-012,3-013,2-024,1-025,2025-09-12 20:34:44
3,N,X,1,A80,A85.-,A85,A85,"Other viral encephalitis, not elsewhere classified","Other viral encephalitis, not elsewhere classified",,,030,4-012,3-013,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,A80,A85.0,A85.0,A850,Enteroviral encephalitis,"Other viral encephalitis, not elsewhere classified",Enteroviral encephalitis,,030,4-012,3-013,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,A80,A85.1,A85.1,A851,Adenoviral encephalitis,"Other viral encephalitis, not elsewhere classified",Adenoviral encephalitis,,030,4-012,3-013,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,A80,A85.2,A85.2,A852,"Arthropod-borne viral encephalitis, unspecified","Other viral encephalitis, not elsewhere classified","Arthropod-borne viral encephalitis, unspecified",,030,4-012,3-013,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,A80,A85.8,A85.8,A858,Other specified viral encephalitis,"Other viral encephalitis, not elsewhere classified",Other specified viral encephalitis,,030,4-012,3-013,2-024,1-025,2025-09-12 20:34:44
3,T,X,1,A80,A86,A86,A86,Unspecified viral encephalitis,Unspecified viral encephalitis,,,030,4-012,3-013,2-024,1-025,2025-09-12 20:34:44
3,N,X,1,A80,A87.-,A87,A87,Viral meningitis,Viral meningitis,,,041,4-012,3-013,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,A80,A87.0,A87.0,A870,Enteroviral meningitis,Viral meningitis,Enteroviral meningitis,,041,4-012,3-013,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,A80,A87.1,A87.1,A871,Adenoviral meningitis,Viral meningitis,Adenoviral meningitis,,041,4-012,3-013,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,A80,A87.2,A87.2,A872,Lymphocytic choriomeningitis,Viral meningitis,Lymphocytic choriomeningitis,,041,4-012,3-013,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,A80,A87.8,A87.8,A878,Other viral meningitis,Viral meningitis,Other viral meningitis,,041,4-012,3-013,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,A80,A87.9,A87.9,A879,"Viral meningitis, unspecified",Viral meningitis,"Viral meningitis, unspecified",,041,4-012,3-013,2-024,1-025,2025-09-12 20:34:44
3,N,X,1,A80,A88.-,A88,A88,"Other viral infections of central nervous system, not elsewhere classified","Other viral infections of central nervous system, not elsewhere classified",,,041,4-012,3-013,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,A80,A88.0,A88.0,A880,Enteroviral exanthematous fever [Boston exanthem],"Other viral infections of central nervous system, not elsewhere classified",Enteroviral exanthematous fever [Boston exanthem],,041,4-012,3-013,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,A80,A88.1,A88.1,A881,Epidemic vertigo,"Other viral infections of central nervous system, not elsewhere classified",Epidemic vertigo,,041,4-012,3-013,2-024,1-025,2025-09-12 20:34:44
4,T,X,1,A80,A88.8,A88.8,A888,Other specified viral infections of central nervous system,"Other viral infections of central nervous system, not elsewhere classified",Other specified viral infections of central nervous system,,041,4-012,3-013,2-024,1-025,2025-09-12 20:34:44
3,T,X,1,A80,A89,A89,A89,Unspecified viral infection of central nervous system,Unspecified viral infection of central nervous system,,,041,4-012,3-013,2-024,1-025,2025-09-12 20:34:44
3,N,X,1,A92,A92.-,A92,A92,Other mosquito-borne viral fevers,Other mosquito-borne viral fevers,,,032,4-012,3-013,2-016,1-017,2025-09-12 20:34:44
4,T,X,1,A92,A92.0,A92.0,A920,Chikungunya virus disease,Other mosquito-borne viral fevers,Chikungunya virus disease,,032,4-012,3-013,2-016,1-017,2025-09-12 20:34:44
4,T,X,1,A92,A92.1,A92.1,A921,O'nyong-nyong fever,Other mosquito-borne viral fevers,O'nyong-nyong fever,,032,4-012,3-013,2-016,1-017,2025-09-12 20:34:44
4,T,X,1,A92,A92.2,A92.2,A922,Venezuelan equine fever,Other mosquito-borne viral fevers,Venezuelan equine fever,,032,4-012,3-013,2-016,1-017,2025-09-12 20:34:44
4,T,X,1,A92,A92.3,A92.3,A923,West Nile virus infection,Other mosquito-borne viral fevers,West Nile virus infection,,032,4-012,3-013,2-016,1-017,2025-09-12 20:34:44
4,T,X,1,A92,A92.4,A92.4,A924,Rift Valley fever,Other mosquito-borne viral fevers,Rift Valley fever,,032,4-012,3-013,2-016,1-017,2025-09-12 20:34:44
4,T,X,1,A92,A92.5,A92.5,A925,Zika virus disease,Other mosquito-borne viral fevers,Zika virus disease,,032,4-012,3-013,2-016,1-017,2025-09-12 20:34:44
4,T,X,1,A92,A92.8,A92.8,A928,Other specified mosquito-borne viral fevers,Other mosquito-borne viral fevers,Other specified mosquito-borne viral fevers,,032,4-012,3-013,2-016,1-017,2025-09-12 20:34:44
4,T,X,1,A92,A92.9,A92.9,A929,"Mosquito-borne viral fever, unspecified",Other mosquito-borne viral fevers,"Mosquito-borne viral fever, unspecified",,032,4-012,3-013,2-016,1-017,2025-09-12 20:34:44
3,N,X,1,A92,A93.-,A93,A93,"Other arthropod-borne viral fevers, not elsewhere classified","Other arthropod-borne viral fevers, not elsewhere classified",,,032,4-012,3-013,2-016,1-017,2025-09-12 20:34:44
